Selection,View,Channel,Begin Time (s),End Time (s),Delta Time (s),File Offset (s),Low Freq (Hz),High Freq (Hz),Peak Freq (Hz),Begin File,Begin Path,Tonal,Signal strength,Background,AR comment,SNR NIST Quick (dB FS),SNR order,species,certainty,comment,type,WH ID,WH Comment,NEW analysis
12137,Spectrogram 1,1,198322.300033333,198324.379033333,2.079,73.254,63.8,232.1,64.5,1208533023.050115145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050115145015.wav,,,,,36.68,994,BH,High,,,,,yes
8701,Spectrogram 1,1,124499.429,124500.663,1.234,30.42,92.5,260.1,187.5,1208533023.041220185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041220185015.wav,,,,,33.51,2007,BH,High,,,,,yes
8953,Spectrogram 1,1,131388.883366667,131393.365366666,4.482,21.5,132.9,289.0,199.2,1208533023.041222155015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041222155015.wav,,,,,10.26,5298,BH,High,,,,,yes
12792,Spectrogram 1,1,216608.758633333,216611.507633333,2.749,64.921,98.5,393.8,187.5,1208533023.050204045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050204045015.wav,,,,,19.64,3356,BH,High,,,,,yes
5687,Spectrogram 1,1,56171.7623,56174.5123,2.75,86.526,91.7,940.9,187.5,1208533023.041031205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031205015.wav,,,,,11.64,4737,BH,High,us,ssong,,,y
2956,Spectrogram 1,1,15901.349366667,15902.619366667,1.27,5.697,86.3,364.2,281.2,1208533023.041014145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014145015.wav,,,,,34.13,1795,BH,High,,,,,
6086,Spectrogram 1,1,63561.042366667,63562.072366667,1.03,277.365,126.0,320.6,199.2,1208533023.041102085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041102085015.wav,,,,,10.2,5323,BH,High,,ds,,,
3633,Spectrogram 1,1,20734.4197,20735.1367,0.717,40.203,88.1,452.1,111.3,1208533023.041015205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041015205015.wav,,,,,37.96,680,BH,High,,us,,,
12344,Spectrogram 1,1,204488.898366666,204489.502366667,0.604,241.527,139.2,226.3,175.8,1208533023.050118205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050118205015.wav,,,,,9.62,5462,BH,High,faint,,,,
5160,Spectrogram 1,1,49765.8643,49767.5313,1.667,278.961,111.3,507.2,205.1,1208533023.041029235015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041029235015.wav,,,,,13.55,4041,BH,High,us,ssong,,,y
12322,Spectrogram 1,1,203927.083366666,203928.771366667,1.688,279.437,51.6,424.5,99.6,1208533023.050118115015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050118115015.wav,,,,,37.68,745,BH,High,,,,,yes
11942,Spectrogram 1,1,193995.5457,193997.6897,2.144,245.192,83.8,742.5,181.6,1208533023.050114105015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050114105015.wav,,,,,20.97,3330,BH,High,,,,,yes
13975,Spectrogram 1,1,248821.213666666,248822.973666667,1.76,185.376,69.9,436.9,187.5,1208533023.050314115015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050314115015.wav,,,,,37.55,780,BH,High,,"us, 3 notes",,,
4875,Spectrogram 1,1,44215.065666667,44215.813666667,0.748,127.034,63.0,194.7,134.8,1208533023.041028085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028085015.wav,,,,,35.12,1457,BH,High,,,,,
13197,Spectrogram 1,1,230636.579633333,230637.944633333,1.365,296.242,113.2,219.6,175.8,1208533023.050218165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050218165015.wav,,,,,10.16,5341,BH,High,faint,,,,
9361,Spectrogram 1,1,141892.831,141894.476,1.645,28.385,38.2,197.5,117.2,1208533023.041231075015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041231075015.wav,,,,,33.3,2068,BH,High,,,,,yes
11355,Spectrogram 1,1,181717.612966667,181721.315966666,3.703,264.188,107.8,1095.8,181.6,1208533023.050110155015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050110155015.wav,,,,,11.24,4916,BH,High,,,,,yes
6404,Spectrogram 1,1,73218.908333333,73221.502333333,2.594,37.014,91.6,263.4,193.4,1208533023.041117085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041117085015.wav,,,,,31.59,2585,BH,High,,ll200,,,
6180,Spectrogram 1,1,66335.7063,66338.2003,2.494,52.785,108.8,492.4,158.2,1208533023.041103145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041103145015.wav,,,,,11.34,4867,BH,High,,ll200,,,
9269,Spectrogram 1,1,139385.294,139387.848,2.554,220.169,57.3,254.8,93.8,1208533023.041227225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041227225015.wav,,,,,35.24,1425,BH,High,,,,,yes
12658,Spectrogram 1,1,213814.745333333,213817.192333333,2.447,270.073,69.4,248.6,134.8,1208533023.050201005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050201005015.wav,,,,,34.78,1579,BH,High,,,,,yes
4942,Spectrogram 1,1,45192.665366667,45194.939366667,2.274,204.848,30.0,2736.0,123.0,1208533023.041028135015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028135015.wav,,,,,15.76,3559,BH,High,,,,,y
5470,Spectrogram 1,1,53570.058966667,53571.812966667,1.754,184.162,43.3,253.6,76.2,1208533023.041031075015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031075015.wav,,,,,29.63,2981,BH,High,,,,,y
10726,Spectrogram 1,1,171743.730633333,171744.916633334,1.186,187.618,64.1,174.8,70.3,1208533023.050108205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050108205015.wav,,,,,-3.48,5788,BH,High,,,,,
3032,Spectrogram 1,1,16160.057366667,16160.772366667,0.715,264.405,61.4,236.8,164.1,1208533023.041014145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014145015.wav,,,,,30.45,2841,BH,High,,,,,
13304,Spectrogram 1,1,234796.081633333,234799.762633333,3.681,256.806,31.0,285.1,164.1,1208533023.050223225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050223225015.wav,,,,,36.23,1132,BH,High,,,,,yes
3015,Spectrogram 1,1,16093.336366667,16094.496366667,1.16,197.684,140.4,859.6,486.3,1208533023.041014145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014145015.wav,,,,,12.74,4328,BH,High,,,,,
5000,Spectrogram 1,1,46320.023333333,46321.430333333,1.407,132.609,78.6,181.5,128.9,1208533023.041028195015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028195015.wav,,,,,-0.55,5665,BH,High,,,,,y
9223,Spectrogram 1,1,138092.852366667,138094.692366667,1.84,127.37,95.5,388.5,199.2,1208533023.041227115015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041227115015.wav,,,,,16.21,3510,BH,High,us,ssong,,,yes
4816,Spectrogram 1,1,42938.527333333,42941.125333333,2.598,50.054,58.9,3914.3,216.8,1208533023.041028015015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028015015.wav,,,,,14.17,3875,BH,High,,harm,,,y
5380,Spectrogram 1,1,52720.145,52722.115,1.97,233.998,111.8,391.3,246.1,1208533023.041031045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031045015.wav,,,,,13.72,3988,BH,High,us,ssong,,,y
13820,Spectrogram 1,1,243931.058966666,243931.763966666,0.705,94.206,81.5,233.0,164.1,1208533023.050310065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050310065015.wav,,,,,35.75,1280,BH,High,faint,,,,
5699,Spectrogram 1,1,56315.5323,56318.1083,2.576,230.296,79.4,299.4,169.9,1208533023.041031205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031205015.wav,,,,,32.8,2236,BH,High,,,,,y
9538,Spectrogram 1,1,144968.4533,144971.1163,2.663,104.979,51.0,1000.0,210.9,1208533023.050101045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050101045015.wav,,,,,22.14,3316,BH,High,,,,,yes
11881,Spectrogram 1,1,192240.463,192244.641,4.178,289.706,41.9,1808.4,134.8,1208533023.050114025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050114025015.wav,,,,,12.85,4292,BH,High,,,,,yes
13247,Spectrogram 1,1,232776.090633333,232779.381633333,3.291,36.351,93.0,917.4,216.8,1208533023.050220115015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050220115015.wav,,,,,15.18,3657,BH,High,,,,,yes
9997,Spectrogram 1,1,152428.905666666,152430.534666667,1.629,67.709,81.6,209.7,134.8,1208533023.050103105015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050103105015.wav,,,,,28.62,3100,BH,High,faint,,,,
12194,Spectrogram 1,1,200464.1537,200467.1407,2.987,115.716,162.5,522.2,216.8,1208533023.050116035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050116035015.wav,,,,,10.89,5068,BH,High,,,,,yes
3924,Spectrogram 1,1,24586.097966667,24587.634966667,1.537,292.872,41.4,432.0,117.2,1208533023.041019215015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041019215015.wav,,,,,39.9,302,BH,High,us,ssong,,,yes
5443,Spectrogram 1,1,53294.137,53295.236,1.099,208.124,120.2,251.9,181.6,1208533023.041031065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031065015.wav,,,,,11.26,4908,BH,High,,,,,
2267,Spectrogram 1,1,9387.136633333,9388.289633333,1.153,89.19,29.5,300.6,199.2,1208533023.041012025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041012025015.wav,,,,,35.72,1286,BH,High,,,,,
9402,Spectrogram 1,1,142737.303633333,142738.150633333,0.847,273.096,46.6,198.1,46.9,1208533023.041231125015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041231125015.wav,,,,,37.55,781,BH,High,faint,,,,
4312,Spectrogram 1,1,29445.162666667,29448.063666667,2.901,53.238,71.9,311.4,140.6,1208533023.041023035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041023035015.wav,3,3.0,3.0,,41.19,118,BH,High,,,,,y
5565,Spectrogram 1,1,54887.939333333,54889.693333334,1.754,2.502,97.3,1396.9,181.6,1208533023.041031165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031165015.wav,,,,,15.28,3635,BH,High,loud,us,,,
6050,Spectrogram 1,1,62814.035666667,62815.248666667,1.213,130.181,42.8,244.4,134.8,1208533023.041102045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041102045015.wav,,,,,35.73,1283,BH,High,,,,,y
4146,Spectrogram 1,1,26105.938633333,26107.323633333,1.385,13.164,53.9,341.3,117.2,1208533023.041020135015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041020135015.wav,,,,,37.25,842,BH,High,us,ssong,,,y
12599,Spectrogram 1,1,211964.037966666,211965.661966667,1.624,218.779,34.7,341.0,164.1,1208533023.050131075015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050131075015.wav,,,,,34.01,1843,BH,High,,,,,yes
12788,Spectrogram 1,1,216539.169333333,216542.365333333,3.196,295.308,127.1,219.6,169.9,1208533023.050204025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050204025015.wav,,,,,8.94,5537,BH,High,,ll100,,,
2979,Spectrogram 1,1,15976.555366667,15977.206366667,0.651,80.903,239.6,469.6,304.7,1208533023.041014145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014145015.wav,,,,,10.25,5300,BH,High,,,,,
11505,Spectrogram 1,1,185000.075,185002.522,2.447,247.463,77.2,291.1,169.9,1208533023.050111095015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050111095015.wav,,,,,32.18,2424,BH,High,,,,,yes
4920,Spectrogram 1,1,44855.747366667,44857.414366667,1.667,167.799,90.0,282.0,175.8,1208533023.041028125015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028125015.wav,,,,,37.32,832,BH,High,us,ssong,,,y
6730,Spectrogram 1,1,80751.9443,80752.5843,0.64,71.867,148.9,240.5,187.5,1208533023.041122085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041122085015.wav,,,,,9.6,5465,BH,High,,short,,,
4541,Spectrogram 1,1,35432.955,35434.535,1.58,42.573,89.8,239.5,175.8,1208533023.041025085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041025085015.wav,,,,,32.75,2252,BH,High,,,,,y
5963,Spectrogram 1,1,61004.2757,61006.5707,2.295,119.996,110.0,1649.7,228.5,1208533023.041101185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101185015.wav,,,,,13.33,4122,BH,High,,,,,y
7899,Spectrogram 1,1,109580.3267,109580.9217,0.595,107.497,86.4,224.6,169.9,1208533023.041210065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041210065015.wav,,,,,31.26,2663,BH,High,,,,,
5469,Spectrogram 1,1,53567.482966667,53569.387966667,1.905,181.586,92.8,303.1,181.6,1208533023.041031075015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031075015.wav,,,,,32.47,2335,BH,High,,,,,y
5575,Spectrogram 1,1,54946.279333333,54946.874333333,0.595,60.842,57.3,148.9,99.6,1208533023.041031165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031165015.wav,,,,,-6.02,5917,BH,High,,,,,
12708,Spectrogram 1,1,214897.885633333,214900.418633333,2.533,153.597,52.1,353.3,134.8,1208533023.050202075015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050202075015.wav,,,,,28.17,3126,BH,High,,,,,yes
12650,Spectrogram 1,1,213746.916333333,213748.539333333,1.623,202.244,57.8,213.9,58.6,1208533023.050201005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050201005015.wav,,,,,35.31,1406,BH,High,,,,,yes
5242,Spectrogram 1,1,51032.628633333,51034.361633333,1.733,46.202,61.5,263.5,175.8,1208533023.041030225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041030225015.wav,,,,,27.79,3142,BH,High,,,,,y
8499,Spectrogram 1,1,121202.160366667,121202.915366667,0.755,32.394,51.8,161.2,93.8,1208533023.041219205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041219205015.wav,,,,,-2.86,5756,BH,High,,,,,
8841,Spectrogram 1,1,127684.6733,127685.9313,1.258,216.457,52.2,249.5,140.6,1208533023.041221105015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041221105015.wav,,,,,35.75,1278,BH,High,faint,,,,
13638,Spectrogram 1,1,241872.684966666,241875.088966666,2.404,135.411,93.8,281.2,175.8,1208533023.050309185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050309185015.wav,,,,,31.56,2597,BH,High,,,,,yes
12789,Spectrogram 1,1,216556.200633333,216558.603633333,2.403,12.363,69.5,422.8,205.1,1208533023.050204045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050204045015.wav,,,,,35.64,1313,BH,High,,,,,yes
7754,Spectrogram 1,1,106122.674,106124.882,2.208,249.045,52.5,134.2,82.0,1208533023.041208235015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041208235015.wav,,,,,-4.85,5857,BH,High,,,,,yes
10631,Spectrogram 1,1,170032.353333333,170035.969333333,3.616,275.859,83.8,233.5,164.1,1208533023.050107185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050107185015.wav,,,,,36.46,1053,BH,High,,,,,yes
12438,Spectrogram 1,1,206668.946366666,206671.523366667,2.577,22.236,57.4,390.1,123.0,1208533023.050120085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050120085015.wav,,,,,39.69,337,BH,High,,,,,yes
3237,Spectrogram 1,1,17764.965366667,17768.451366667,3.486,70.031,95.8,526.9,298.8,1208533023.041014205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014205015.wav,,,,,14.24,3862,BH,High,,,,,yes
11678,Spectrogram 1,1,187863.895633333,187866.796633333,2.901,112.097,59.4,409.9,105.5,1208533023.050112035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050112035015.wav,,,,,38.51,563,BH,High,,,,,yes
8107,Spectrogram 1,1,114034.477666667,114035.286666667,0.809,62.715,51.8,161.2,123.0,1208533023.041216025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041216025015.wav,,,,,-3.26,5780,BH,High,,,,,
9587,Spectrogram 1,1,145441.141633333,145442.375633333,1.234,277.838,38.2,356.7,175.8,1208533023.050101065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050101065015.wav,,,,,36.98,911,BH,High,,,,,yes
9926,Spectrogram 1,1,150834.888033333,150837.248033333,2.36,273.241,94.1,300.0,169.9,1208533023.050102175015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050102175015.wav,,,,,11.44,4828,BH,High,,,,,yes
10067,Spectrogram 1,1,154246.097333333,154247.417333333,1.32,85.457,58.8,435.3,164.1,1208533023.050104015015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050104015015.wav,,,,,38.62,534,BH,High,,,,,yes
4273,Spectrogram 1,1,28275.757033333,28277.329033333,1.572,83.587,35.2,211.3,123.0,1208533023.041022225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041022225015.wav,,,,,32.48,2330,BH,High,,,,,
10470,Spectrogram 1,1,166710.1363,166712.3453,2.209,252.64,52.1,191.1,99.6,1208533023.050106235015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050106235015.wav,,,,,34.53,1664,BH,High,,,,,yes
5512,Spectrogram 1,1,54342.0173,54344.2263,2.209,56.4,92.8,470.1,175.8,1208533023.041031145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031145015.wav,,,,,31.02,2720,BH,High,us,ssong,,,y
8074,Spectrogram 1,1,113298.575666667,113299.567666667,0.992,226.58,109.4,236.1,134.8,1208533023.041215165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041215165015.wav,,,,,9.7,5443,BH,High,,,,,
5072,Spectrogram 1,1,47869.760966667,47871.493966667,1.733,182.626,60.5,254.0,181.6,1208533023.041029015015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041029015015.wav,,,,,32.11,2443,BH,High,,,,,y
6383,Spectrogram 1,1,72917.814366667,72919.957366667,2.143,35.855,55.8,250.9,169.9,1208533023.041117075015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041117075015.wav,,,,,31.39,2636,BH,High,,,,,y
5056,Spectrogram 1,1,47645.779366667,47647.945366667,2.166,258.565,24.2,229.8,111.3,1208533023.041028235015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028235015.wav,,,,,33.68,1954,BH,High,,,,,y
10414,Spectrogram 1,1,165434.988366667,165436.607366667,1.619,177.076,69.9,209.7,128.9,1208533023.050106185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050106185015.wav,,,,,32.33,2382,BH,High,,,,,
10335,Spectrogram 1,1,162445.0537,162446.1977,1.144,186.324,81.6,256.3,140.6,1208533023.050105225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050105225015.wav,,,,,33.76,1924,BH,High,faint,,BH,,
13168,Spectrogram 1,1,230295.752966666,230297.982966666,2.23,255.313,80.1,394.3,146.5,1208533023.050218105015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050218105015.wav,,,,,31.64,2578,BH,High,,,,,yes
9728,Spectrogram 1,1,147557.746666666,147558.825666667,1.079,295.237,40.8,215.5,117.2,1208533023.050101185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050101185015.wav,,,,,35.8,1262,BH,High,,,,,
6867,Spectrogram 1,1,85620.552333333,85622.406333333,1.854,141.532,28.6,200.4,128.9,1208533023.041124155015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041124155015.wav,,,,,33.61,1978,BH,High,ll100,,,,
4695,Spectrogram 1,1,39067.199033333,39069.776033333,2.577,77.668,33.9,322.4,128.9,1208533023.041027015015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041027015015.wav,,,,,37.23,847,BH,High,,,,,y
12828,Spectrogram 1,1,218145.417033333,218148.232033333,2.815,101.941,110.0,347.5,187.5,1208533023.050205195015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050205195015.wav,,,,,11.89,4649,BH,High,,,,,yes
12335,Spectrogram 1,1,204254.870366666,204256.283366667,1.413,7.499,34.9,157.0,105.5,1208533023.050118205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050118205015.wav,,,,,-3.75,5801,BH,High,faint,,,,
13159,Spectrogram 1,1,230107.456966666,230110.682966667,3.226,67.017,61.6,338.8,164.1,1208533023.050218105015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050218105015.wav,,,,,32.39,2364,BH,High,,,,,yes
6767,Spectrogram 1,1,82310.0333,82312.8263,2.793,130.264,65.9,230.8,134.8,1208533023.041122205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041122205015.wav,,,,,24.9,3253,BH,High,,,,,y
10144,Spectrogram 1,1,156587.321366666,156590.872366666,3.551,27.216,29.4,194.1,82.0,1208533023.050104175015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050104175015.wav,,,,,31.69,2562,BH,High,,,,,yes
7120,Spectrogram 1,1,91331.005966667,91334.837966667,3.832,153.582,47.9,1820.4,158.2,1208533023.041125195015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041125195015.wav,,,,,14.3,3841,BH,High,,,,,yes
13813,Spectrogram 1,1,243870.378966666,243871.238966666,0.86,33.526,116.5,233.0,164.1,1208533023.050310065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050310065015.wav,,,,,11.23,4922,BH,High,faint,,,,
10898,Spectrogram 1,1,174168.5107,174170.3727,1.862,213.043,59.9,167.7,99.6,1208533023.050109095015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050109095015.wav,,,,,-2.5,5736,BH,High,,,,,yes
13134,Spectrogram 1,1,229544.619366666,229546.762366666,2.143,103.996,55.4,252.6,158.2,1208533023.050217225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050217225015.wav,,,,,27.21,3176,BH,High,,,,,yes
3049,Spectrogram 1,1,16232.2313,16234.3313,2.1,36.662,59.9,293.4,111.3,1208533023.041014155015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014155015.wav,,,,,38.13,645,BH,High,,,,,yes
6464,Spectrogram 1,1,74392.245,74394.756,2.511,10.501,78.4,246.3,181.6,1208533023.041117195015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041117195015.wav,,,,,29.78,2959,BH,High,,,,,y
10722,Spectrogram 1,1,171717.618633333,171718.932633333,1.314,161.506,176.5,2058.8,210.9,1208533023.050108205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050108205015.wav,,,,,13.48,4067,BH,High,,,,,
12310,Spectrogram 1,1,203073.330333333,203077.227333333,3.897,25.582,51.6,252.4,58.6,1208533023.050118095015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050118095015.wav,,,,,30.93,2749,BH,High,,,,,yes
5544,Spectrogram 1,1,54672.4213,54675.8643,3.443,86.907,79.4,629.3,193.4,1208533023.041031155015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031155015.wav,,,,,35.53,1339,BH,High,us,ssong,,,y
1404,Spectrogram 1,1,4719.374666667,4720.782666666,1.408,220.227,264.0,438.0,310.5,1208533023.041004045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav,,,,,12.69,4350,BH,High,,,,,
10648,Spectrogram 1,1,170291.6563,170293.4533,1.797,235.235,71.9,269.5,146.5,1208533023.050107195015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050107195015.wav,,,,,31.65,2574,BH,High,,,,,yes
7903,Spectrogram 1,1,109619.8947,109620.6887,0.794,147.065,92.1,190.0,140.6,1208533023.041210065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041210065015.wav,,,,,33.68,1956,BH,High,,,,,
3899,Spectrogram 1,1,24428.941966667,24429.829966666,0.888,135.716,47.3,497.0,111.3,1208533023.041019215015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041019215015.wav,3,1.0,3.0,,41.7,74,BH,High,us,ssong,,,yes
11763,Spectrogram 1,1,189653.404033333,189654.569033333,1.165,102.008,64.1,250.5,181.6,1208533023.050112145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050112145015.wav,,,,,30.15,2899,BH,High,,,,,
9771,Spectrogram 1,1,148068.472666666,148072.348666667,3.876,206.204,53.1,307.1,193.4,1208533023.050101205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050101205015.wav,,,,,39.05,443,BH,High,,,,,yes
9770,Spectrogram 1,1,148065.982666666,148067.606666667,1.624,203.714,165.4,348.4,234.4,1208533023.050101205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050101205015.wav,,,,,14.58,3779,BH,High,,,,,yes
1372,Spectrogram 1,1,4641.182666667,4642.319666667,1.137,142.035,180.0,414.0,293.0,1208533023.041004045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav,,,,,11.11,4973,BH,High,,,,,
9679,Spectrogram 1,1,146866.1497,146868.4447,2.295,203.402,29.6,409.1,140.6,1208533023.050101165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050101165015.wav,3,2.0,3.0,,41.31,103,BH,High,,,,,yes
3706,Spectrogram 1,1,21581.857333333,21582.658333333,0.801,287.761,93.9,258.3,187.5,1208533023.041016065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041016065015.wav,,,,,11.38,4849,BH,High,,,,,
9445,Spectrogram 1,1,143534.843633333,143536.467633333,1.624,170.874,172.0,343.9,228.5,1208533023.041231195015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041231195015.wav,,,,,11.78,4687,BH,High,,,,,yes
5849,Spectrogram 1,1,59021.782366667,59023.644366667,1.862,237.217,100.6,276.7,181.6,1208533023.041101105015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101105015.wav,,,,,14.14,3883,BH,High,,,,,y
2297,Spectrogram 1,1,9858.521333333,9860.383333333,1.862,260.618,29.9,215.6,93.8,1208533023.041012045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041012045015.wav,,,,,34.85,1548,BH,High,,,,,yes
5620,Spectrogram 1,1,55432.5533,55434.0253,1.472,247.149,48.9,238.3,93.8,1208533023.041031175015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031175015.wav,,,,,32.36,2371,BH,High,,,,,y
8674,Spectrogram 1,1,124173.6863,124174.5023,0.816,4.578,80.6,276.4,111.3,1208533023.041220165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041220165015.wav,,,,,32.09,2451,BH,High,faint,us,,,
4838,Spectrogram 1,1,43303.365333333,43304.924333333,1.559,114.91,54.0,258.0,99.6,1208533023.041028025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028025015.wav,,,,,33.92,1872,BH,High,,,,,y
12375,Spectrogram 1,1,204790.7933,204793.0883,2.295,243.468,91.8,2529.6,228.5,1208533023.050119115015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050119115015.wav,,,,,15.27,3639,BH,High,,roar,,,yes
3652,Spectrogram 1,1,20856.3167,20856.8817,0.565,162.1,111.5,504.9,228.5,1208533023.041015205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041015205015.wav,,,,,13.55,4043,BH,High,,us,,,
